QTY
53
163
26
3974
6359
10290
7582
9207
18402
20567
15155
15139
20546
18383
3907
4744
5302
4962
3656
4439
71118
9360
135
4199
13122
4064
5515
4935
110500
51
26
26
26
25
7
21
54
217
53
27
27
136
245
10321
5702
3084
5287
783
1662
5848
5232
4309
648
243
10434
10935
243
1771
243
9916
26413
724
10147
1320
962
6739
109
0
5535
1308
2711
46
2903
5806
11640
27
26848
7680
7424
4872
4800
160
10579
7795
9465
805
920
115
27594
8553
5702
55
3350
49950
105
52
26
2
4
4471
1205
58
58
2534
269
3213
4233
1589
4147
1589
3179
27
107
54780
54980
55150
55140
54780
310
7560
73416
26800
53600
81900
263
120
137
27
55
187490
187600
53600
165440
1290
5544
4085
4961
3836
15456
282
1497
8985
7984
7144
5883
23950
1650
690
390
180
190
590
5633
2903
6647
5947
4898
6850
6809
4766
6469
5788
1728
345
506
552
552
1059
552
1612
5005
7257
1571
6071
1566
783
645
1863
1782
1863
81
12464
806
5287
4354
5909
7847
7021
5782
20
82
82
80
56
55
6356
4311
1428
1382
10833
131326
17712
92232
60318
30888
4275
2850
4050
280
280
330
21848
24418
17992
10264
4354
612
87
1296
3888
4290
1360
5972
7484
6082
4052
3939
4354
368
2903
9870
13395
11985
9953
10368
329
577
27600
5598
6528
3265
14118
13104
138240
3225
3225
2880
1408
8064
3179
3179
3179
129
1762
1693
717
54000
15298
20761
18576
14323
17393
19439
3974
3421
1393
1238
7349
4942
1434
2868
1563
2457
17496
262
1053
549
55080
7603
4492
2624
5579
7571
6774
1257
1268
1228
1272
549
7055
7885
5810
1497
633
288
1540
3041
4561
1520
3041
1520
3227
1267
316
16289
7931
107368
130376
145714
7560
109
109
99193
11501
55364
53
9676
9192
8225
6773
55420
54144
54144
27072
27072
1006
1785
1486
349
699
174
612
540
187
615
1382
5909
9720
3676
4989
4464
311
311
311
311
311
311
311
311
311
1555
1555
1555
1555
1555
1555
1555
1555
1555
2764
1591
6359
11289
3888
2004
230
4769
437
6826
1555
2592
1267
1267
7171
2583
2634
3681
6656
6652
1072
5074
1285
135070
163436
27
1212
5408
549
109
165550
4699
6377
5706
7718
2073
6174
10102
11291
8320
25459
5990
1347
192
191
20563
385
109
109
1474
1474
1474
36513
604
12902
4235
54
27
3110
5780
432
326
158150
64
18
20321
7516
31
14
31731
13423
9720
13423
12000
7488
7342
7488
1749
699
5589
5265
412
78
2937
1452
4919
2079
27550
27600
136890
81940
27600
2365
3069
49555
31880
184000
85435
29340
580
5515
3316
3987
84136
163
133
54
135530
8553
4147
1313
112
25
245
27
136
8847
1474
2949
6808
6091
5016
1361
1010
6367
4757
864
43545
164600
27450
16510
115648
26052
29718
5715
29192
6658
330
54
127
145738
25833
86549
8033
2962
1474
714
4563
1
10647
20321
6888
1
3290
368
460
465
1010
1069
387
0
13
80
1
6890
54522
66205
73994
605
27
7420
9010
10070
80022
58964
71599
7450
10111
9046
20357
24719
27627
6059
5421
4464
8330
99710
397
14
1
9681
349
524
7430
3470
5817
13035
4492
6145
288
4300
3541
4806
165680
3693
12211
1563
4690
4942
1409
717
3421
881
345
3856
10517
1448
4250
635
245
163
185024
17
10
24
4
78
73
1192
51
25
12648
1331
2442
52
27
24
350
10
10
104
30
70
10
30
27744
22848
31008
1236
24
12
11
777
3888
122170
165802
148349
3930
220
8960
16780
12364
15014
